,id,book_id,title,authors,decade_year
8455,8456,44559,Life is Elsewhere,author_milan_kundera author_aaron_asher,decade_1960s
8457,8458,12900491,"Wicked Nights (Angels of the Dark, #1)",author_gena_showalter,decade_2010s
8458,8459,11237412,"Six's Legacy (Lorien Legacies: The Lost Files, #1)",author_pittacus_lore,decade_2010s
8459,8460,28760,Magic's Promise (Valdemar: Last Herald-Mage #2),author_mercedes_lackey,decade_1990s
8460,8461,25773504,Most Wanted,author_lisa_scottoline,decade_2010s
8461,8462,10799881,"Underworld (Abandon, #2)",author_meg_cabot,decade_2010s
8463,8464,60471,Coming Home,author_rosamunde_pilcher,decade_1990s
8464,8465,133767,"Glorious Appearing: The End of Days (Left Behind, #12)",author_tim_lahaye author_jerry_b_jenkins,decade_2000s
8466,8467,16158527,"Silken Prey (Lucas Davenport, #23)",author_john_sandford,decade_2010s
8467,8468,13593555,"Mad River (Virgil Flowers, #6)",author_john_sandford,decade_2010s
8468,8469,251665,Hotel du Lac,author_anita_brookner,decade_1980s
8469,8470,151926,"The Ghost Road (Regeneration, #3)",author_pat_barker,decade_1990s
8470,8471,682793,Pudd'nhead Wilson,author_mark_twain,decade_1890s
8472,8473,15793231,If You Find Me,author_emily_murdoch,decade_2010s
8473,8474,13065,"Native Tongue (Skink, #2)",author_carl_hiaasen,decade_1990s
8474,8475,128940,The Persian Pickle Club,author_sandra_dallas,decade_1990s
8475,8476,6763961,"My Soul to Save (Soul Screamers, #2)",author_rachel_vincent,decade_2000s
8477,8478,981463,The Relatives Came,author_cynthia_rylant author_stephen_gammell,decade_1980s
8478,8479,125502,What I Loved,author_siri_hustvedt,decade_2000s
8480,8481,11133791,Tilt,author_ellen_hopkins,decade_2010s
8482,8483,17569860,"Conquer Your Love (Surrender Your Love, #2)",author_jc_reed,decade_2010s
8484,8485,4224060,The Element: How Finding Your Passion Changes Everything,author_ken_robinson author_lou_aronica,decade_2000s
8485,8486,24611425,The Secret Chord,author_geraldine_brooks,decade_2010s
8486,8487,18752959,The Staff of Serapis (Percy Jackson & Kane Chronicles Crossover #2),author_rick_riordan,decade_2010s
8487,8488,17443673,A Different Blue,author_amy_harmon,decade_2010s
8488,8489,2159007,Downtown Owl,author_chuck_klosterman,decade_2000s
8489,8490,797094,Halo: The Flood,author_william_c_dietz,decade_2000s
8490,8491,92846,"Antrax (Voyage of the Jerle Shannara, #2)",author_terry_brooks,decade_2000s
8491,8492,676,Sailing Alone Around the Room: New and Selected Poems,author_billy_collins,decade_2000s
8492,8493,12924253,"Once (Eve, #2)",author_anna_carey,decade_2010s
8493,8494,17970255,"Into the Deep (Into the Deep, #1)",author_samantha_young,decade_2010s
8494,8495,61909,"Mirror Dance (Vorkosigan Saga, #8)",author_lois_mcmaster_bujold,decade_1990s
8495,8496,384457,Agnes and the Hitman,author_jennifer_crusie author_bob_mayer,decade_2000s
8496,8497,6493321,Logicomix: An epic search for truth,author_apostolos_doxiadis author_christos_h_papadimitriou author_alecos_papadatos author_annie_di_donna,decade_2000s
8499,8500,17455815,"Stone Cold Touch (The Dark Elements, #2)",author_jennifer_l_armentrout,decade_2010s
8500,8501,16127237,The Life List,author_lori_nelson_spielman,decade_2010s
8501,8502,11864728,"The Rising (Darkness Rising, #3)",author_kelley_armstrong,decade_2010s
8502,8503,80890,Buddenbrooks: The Decline of a Family,author_thomas_mann author_john_e_woods author_tj_reed,decade_1900s
8503,8504,231560,Uncle Vanya,author_anton_chekhov,decade_1890s
8504,8505,10844125,The Christmas Wedding,author_james_patterson author_richard_dilallo,decade_2010s
8505,8506,18392,"The Lost Years (The Lost Years of Merlin, #1)",author_ta_barron,decade_1990s
8506,8507,6080889,"Storm Glass (Glass, #1)",author_maria_v_snyder,decade_2000s
8507,8508,11229,"The Sea, the Sea",author_iris_murdoch author_mary_kinzie,decade_1970s
8509,8510,103815,"Among the Enemy (Shadow Children, #6)",author_margaret_peterson_haddix,decade_2000s
8510,8511,13502970,"Incendiary (The Premonition, #4)",author_amy_a_bartol,decade_2010s
8511,8512,769658,Battlefield Earth: A Saga of the Year 3000,author_l_ron_hubbard,decade_1980s
8513,8514,43352,I'll Be Seeing You,author_mary_higgins_clark,decade_1990s
8514,8515,7521400,This Time Together: Laughter and Reflection,author_carol_burnett,decade_2010s
8515,8516,12349,My Year of Meats,author_ruth_ozeki,decade_1990s
8516,8517,60925,Fledgling,author_octavia_e_butler,decade_2000s
8517,8518,11665750,"At Peace (The 'Burg, #2)",author_kristen_ashley,decade_2010s
8518,8519,401876,The House of God,author_samuel_shem author_john_updike,decade_1970s
8519,8520,18045473,Last Train to Istanbul,author_aye_kulin author_john_w_baker,decade_2000s
8520,8521,22749539,Echo,author_pam_muoz_ryan,decade_2010s
8522,8523,70561,The Gulag Archipelago 1918-1956,author_aleksandr_solzhenitsyn author_edward_e_ericson_jr,decade_1970s
8524,8525,6080420,Commencement ,author_j_courtney_sullivan,decade_2000s
8525,8526,592089,"The Bar Code Tattoo (Bar Code, #1)",author_suzanne_weyn,decade_2000s
8526,8527,8158992,"MacRieve (Immortals After Dark, #14)",author_kresley_cole,decade_2010s
8527,8528,8105569,Oogy: The Dog Only a Family Could Love,author_larry_levin,decade_2000s
8528,8529,36064,"American Tabloid (Underworld USA, #1)",author_james_ellroy,decade_1990s
8529,8530,7124101,"The Fallen and Leviathan (The Fallen, #1-2)",author_thomas_e_sniegoski,decade_2010s
8531,8532,2530,Baltasar and Blimunda,author_jos_saramago author_giovanni_pontiero,decade_1980s
8533,8534,23507745,"Serafina and the Black Cloak (Serafina, #1)",author_robert__beatty,decade_2010s
8534,8535,599090,A New Hope  (Star Wars: Novelizations #4),author_alan_dean_foster author_george_lucas,decade_1970s
8535,8536,6021523,Summer House,author_nancy_thayer,decade_2000s
8539,8540,9266769,"Summer and the City (The Carrie Diaries, #2)",author_candace_bushnell,decade_2010s
8540,8541,142545,"The Stone Monkey (Lincoln Rhyme, #4)",author_jeffery_deaver,decade_2000s
8541,8542,210243,"Origin in Death (In Death, #21)",author_jd_robb,decade_2000s
8542,8543,148769,"The First Part Last (Heaven, #2)",author_angela_johnson,decade_2000s
8543,8544,7783191,The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,author_christopher_chabris author_daniel_simons,decade_2010s
8544,8545,84842,"Prior Bad Acts (Kovac and Liska, #3)",author_tami_hoag,decade_2000s
8545,8546,608906,"Firestar's Quest (Warriors Super Edition, #1)",author_erin_hunter,decade_2000s
8547,8548,13531024,This is Not My Hat,author_jon_klassen,decade_2010s
8548,8549,4924862,I Will Teach You To Be Rich,author_ramit_sethi,decade_2000s
8549,8550,23197346,"Radiant Angel (John Corey, #7)",author_nelson_demille,decade_2010s
8550,8551,29103028,"The Queen's Poisoner (Kingfountain, #1)",author_jeff_wheeler,decade_2010s
8551,8552,11436,"Rejoice (Redemption, #4)",author_karen_kingsbury author_gary_smalley,decade_2000s
8552,8553,8492907,Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,author_michio_kaku,decade_2010s
8553,8554,13597723,"The Naturals (The Naturals, #1)",author_jennifer_lynn_barnes,decade_2010s
8554,8555,87425,"Tintin in Tibet (Tintin, #20)",author_herg author_leslie_lonsdalecooper author_michael_turner,decade_1960s
8555,8556,39798,"Firewall (Wallander, #8)",author_henning_mankell author_ebba_segerberg,decade_1990s
8556,8557,2073686,"Tales From the Hood (The Sisters Grimm, #6)",author_michael_buckley author_peter_ferguson,decade_2000s
8557,8558,844051,"Mutiny on the Bounty (The Bounty Trilogy, #1)",author_charles_bernard_nordhoff author_james_norman_hall,decade_1930s
8558,8559,1015311,"Love Hina, Vol. 01",author_ken_akamatsu,decade_1990s
8560,8561,15954540,"The Wretched of Muirwood (Legends of Muirwood, #1)",author_jeff_wheeler,decade_2010s
8561,8562,891812,"Gentle Rogue (Malory-Anderson Family, #3)",author_johanna_lindsey,decade_1990s
8562,8563,22886868,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",author_terry_pratchett,decade_2010s
8563,8564,54620,Mary Barton,author_elizabeth_gaskell author_shirley_foster,decade_1840s
8564,8565,115476,Nostromo,author_joseph_conrad,decade_1900s
8565,8566,13333093,The Plum Tree,author_ellen_marie_wiseman,decade_2010s
8567,8568,4345290,"The Crown Conspiracy (The Riyria Revelations, #1)",author_michael_j_sullivan,decade_2000s
8568,8569,15767586,"Styxx (Dark-Hunter, #22)",author_sherrilyn_kenyon,decade_2010s
8569,8570,59142,Eugénie Grandet,author_honor_de_balzac author_sylvia_raphael author_christopher_prendergast,decade_1830s
8571,8572,82991,Silence of the Grave (Inspector Erlendur #4),author_arnaldur_indriason author_bernard_scudder,decade_2000s
8572,8573,11387392,The Catastrophic History of You and Me,author_jess_rothenberg,decade_2010s
8573,8574,7906105,"Girl, Stolen (Girl, Stolen #1)",author_april_henry,decade_2010s
8574,8575,1211904,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",author_obert_skye,decade_2000s
8575,8576,25624089,Killing Reagan: The Violent Assault That Changed a Presidency,author_bill_oreilly author_martin_dugard,decade_2010s
8576,8577,8046680,The Girl Who Was on Fire: Your Favorite Authors on Suzanne Collins' Hunger Games Trilogy,author_leah_wilson author_jennifer_lynn_barnes author_mary_borsellino author_sarah_rees_brennan author_terri__clark author_bree_despain author_adrienne_kress author_sarah_darer_littman author_cara_lockwood author_elizabeth_m_rees author_carrie_ryan author_ned_vizzini author_lili_wilkinson author_blythe_woolston,decade_2010s
8577,8578,394683,A Bargain for Frances,author_russell_hoban author_lillian_hoban,decade_1970s
8578,8579,15806231,"Calculated in Death (In Death, #36)",author_jd_robb,decade_2010s
8579,8580,22929741,The Argonauts,author_maggie_nelson,decade_2010s
8580,8581,502295,Gonzo: The Life of Hunter S. Thompson,author_jann_s_wenner author_corey_seymour,decade_2000s
8581,8582,25664459,The Last Painting of Sara de Vos,author_dominic_smith,decade_2010s
8582,8583,29925715,The Sister,author_louise_jensen,decade_2010s
8584,8585,920780,Duck On A Bike,author_david_shannon,decade_2000s
8585,8586,10518423,The Soldier's Wife,author_margaret_leroy,decade_2010s
8586,8587,17667561,"The Shadow Throne (The Ascendance Trilogy, #3)",author_jennifer_a_nielsen,decade_2010s
8587,8588,432,"City of Glass (The New York Trilogy, #1)",author_paul_auster,decade_1980s
8589,8590,7264206,"This Body of Death (Inspector Lynley, #16)",author_elizabeth__george,decade_2010s
8590,8591,773514,"Emily Climbs (Emily, #2)",author_lm_montgomery,decade_1920s
8591,8592,2152871,"Kushiel's Mercy (Imriel's Trilogy, #3)",author_jacqueline_carey,decade_2000s
8592,8593,39933,How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines,author_thomas_c_foster,decade_2000s
8593,8594,12040447,"Shadows in Flight (Ender's Shadow, #5)",author_orson_scott_card,decade_2010s
8594,8595,20705702,"Burn for Me (Hidden Legacy, #1)",author_ilona_andrews,decade_2010s
8595,8596,1689469,"Chasing Darkness (Elvis Cole, #12)",author_robert_crais,decade_2000s
8596,8597,301023,"ttyl (Internet Girls, #1)",author_lauren_myracle,decade_2000s
8598,8599,1898916,"Vampire Knight, Vol. 4 (Vampire Knight, #4)",author_matsuri_hino author_tomo_kimura,decade_2000s
8601,8602,1296415,Mouse Paint,author_ellen_stoll_walsh,decade_1980s
8602,8603,13601550,"Accidentally on Purpose (Accidentally on Purpose, #1)",author_ld_davis,decade_2010s
8604,8605,48697,Art in Theory 1900 - 2000: An Anthology of Changing Ideas,author_charles_harrison author_paul_wood,decade_2000s
8605,8606,9677870,Press Here,author_herv_tullet author_christopher_franceschelli,decade_2010s
8606,8607,828483,"The Killing (Cherub, #4)",author_robert_muchamore,decade_2000s
8607,8608,43929,Darkest Fear (Myron Bolitar #7),author_harlan_coben,decade_1990s
8608,8609,724371,The Lady of Shalott,author_alfred_tennyson author_charles_keeping,decade_1830s
8611,8612,133017,Hellblazer: Original Sins,author_jamie_delano author_john_ridgway author_alfredo_alcal,decade_1980s
8613,8614,25451852,"Dawn of Wonder (The Wakening, #1)",author_jonathan_renshaw,decade_2010s
8614,8615,13007638,"Celebrity in Death (In Death, #34)",author_jd_robb,decade_2010s
8616,8617,62032,"The 13½ Lives of Captain Bluebear (Zamonia, #1)",author_walter_moers author_john_brownjohn,decade_1990s
8619,8620,489972,The Snowman,author_raymond_briggs,decade_1970s
8621,8622,13363270,"Just One Drop (The Grey Wolves, #3)",author_quinn_loftis,decade_2010s
8623,8624,6433836,"Rough Country (Virgil Flowers, #3)",author_john_sandford,decade_2000s
8624,8625,46917,Rabbit Redux (Rabbit Angstrom #2),author_john_updike,decade_1970s
8626,8627,194618,"Ross Poldark (Poldark, #1)",author_winston_graham,decade_1940s
8627,8628,25663888,"Orphan X (Orphan X, #1)",author_gregg_hurwitz,decade_2010s
8628,8629,11757975,"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)",author_bella_andre,decade_2010s
8629,8630,7940591,Blockade Billy,author_stephen_king,decade_2010s
8630,8631,31271,The Matlock Paper,author_robert_ludlum,decade_1970s
8631,8632,736376,Breakfast with Buddha,author_roland_merullo,decade_2000s
8632,8633,29022,The Twelve Caesars,author_suetonius author_michael_grant author_robert_graves,decade_110s
8634,8635,360562,"Sharpe's Rifles (Sharpe, #6)",author_bernard_cornwell,decade_1980s
8635,8636,192214,"Vector Prime (Star Wars: The New Jedi Order, #1)",author_ra_salvatore,decade_1990s
8636,8637,24767,"Touching Darkness (Midnighters, #2)",author_scott_westerfeld,decade_2000s
8637,8638,3545387,"Revenge of the Spellmans (The Spellmans, #3)",author_lisa_lutz,decade_2000s
8638,8639,15811520,Detroit: An American Autopsy,author_charlie_leduff,decade_2010s
8639,8640,93575,"Gaudy Night (Lord Peter Wimsey, #12)",author_dorothy_l_sayers,decade_1930s
8640,8641,17158532,"Kings Rising (Captive Prince, #3)",author_cs_pacat,decade_2010s
8641,8642,18129852,"Rival (Fall Away, #2)",author_penelope_douglas author_abby_craden author_nelson_hobbs,decade_2010s
8642,8643,287861,"Mortal Engines (The Hungry City Chronicles, #1)",author_philip_reeve,decade_2000s
8643,8644,10399742,Private London (Private #4),author_james_patterson author_mark_pearson,decade_2010s
8644,8645,6659254,"Blood Cross (Jane Yellowrock, #2)",author_faith_hunter,decade_2010s
8645,8646,204479,"Spying in High Heels (High Heels, #1)",author_gemma_halliday,decade_2000s
8646,8647,776159,"The Lady in the Lake (Philip Marlowe, #4)",author_raymond_chandler,decade_1940s
8648,8649,22571612,"Crash & Burn (Tessa Leoni, #3)",author_lisa_gardner,decade_2010s
8649,8650,616318,"Justice, Volume 1",author_jim_krueger author_alex_ross author_doug_braithwaite,decade_2000s
8650,8651,10084,"River of Blue Fire (Otherland, #2)",author_tad_williams,decade_1990s
8651,8652,295169,"The Wind Singer (Wind on Fire, #1)",author_william_nicholson author_peter_ss,decade_2000s
8652,8653,93436,The End of Mr. Y,author_scarlett_thomas,decade_2000s
8653,8654,587638,Gentlemen of the Road,author_michael_chabon author_gary_gianni,decade_2000s
8654,8655,9476510,Those Guys Have All the Fun: Inside the World of ESPN,author_james_andrew_miller author_tom_shales,decade_2010s
8655,8656,129984,Big Fish,author_daniel_wallace,decade_1990s
8656,8657,17936925,"Breakable (Contours of the Heart, #2)",author_tammara_webber,decade_2010s
8657,8658,15818333,The Death of Bees,author_lisa_odonnell,decade_2010s
8659,8660,9526658,"Black Dawn (The Morganville Vampires, #12)",author_rachel_caine,decade_2010s
8660,8661,9670094,Through My Eyes,author_tim_tebow author_nathan_whitaker,decade_2010s
8661,8662,60932,"Parable of the Talents (Earthseed, #2)",author_octavia_e_butler,decade_1990s
8662,8663,16164271,"Locke & Key, Vol. 6: Alpha & Omega",author_joe_hill author_gabriel_rodrguez,decade_2010s
8665,8666,28239,Dark Star Safari: Overland from Cairo to Cape Town,author_paul_theroux,decade_2000s
8666,8667,653711,"Crystal Singer (Crystal Singer, #1)",author_anne_mccaffrey,decade_1980s
8667,8668,13546173,"The Assassin and the Underworld (Throne of Glass, #0.4)",author_sarah_j_maas,decade_2010s
8669,8670,11099729,Darth Plagueis,author_james_luceno,decade_2010s
8670,8671,26072609,"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss",author_anderson_cooper author_gloria_vanderbilt,decade_2010s
8671,8672,23208397,Underground Airlines,author_ben_h_winters,decade_2010s
8672,8673,644655,"Raven Black (Shetland Island, #1)",author_ann_cleeves,decade_2000s
8674,8675,792938,Having Our Say: The Delany Sisters' First 100 Years,author_sarah_l_delany author_a_elizabeth_delany author_amy_hill_hearth,decade_1990s
8675,8676,1862313,Lush Life,author_richard_price,decade_2000s
8676,8677,152662,What's Eating Gilbert Grape,author_peter_hedges,decade_1990s
8677,8678,15723286,"Curtsies & Conspiracies (Finishing School, #2)",author_gail_carriger,decade_2010s
8678,8679,22551743,The Truth According to Us,author_annie_barrows,decade_2010s
8679,8680,11432,"Reunion (Redemption, #5)",author_karen_kingsbury author_gary_smalley,decade_2000s
8680,8681,16256,"More Tales of the City (Tales of the City, #2)",author_armistead_maupin,decade_1980s
8681,8682,110871,Thérèse Raquin,author_mile_zola author_robin_buss,decade_1860s
8682,8683,10209997,The Night Strangers,author_chris_bohjalian,decade_2010s
8683,8684,17557143,"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)",author_js_scott,decade_2010s
8684,8685,28965131,Behind Her Eyes,author_sarah_pinborough,decade_2010s
8685,8686,129798,The King in Yellow and Other Horror Stories,author_robert_w_chambers author_ef_bleiler,decade_1890s
8686,8687,77427,H.M.S. Surprise,author_patrick_obrian,decade_1970s
8687,8688,665,The Virtue of Selfishness: A New Concept of Egoism,author_ayn_rand author_nathaniel_branden,decade_1960s
8688,8689,2449962,"Twenty Wishes (Blossom Street, #5)",author_debbie_macomber,decade_2000s
8689,8690,3479967,Through Black Spruce,author_joseph_boyden,decade_2000s
8690,8691,6928893,One Good Dog,author_susan__wilson,decade_2010s
8691,8692,15050,Sexing the Cherry,author_jeanette_winterson,decade_1980s
8692,8693,6674372,The Murderer's Daughters,author_randy_susan_meyers,decade_2000s
8693,8694,1158706,"Strangers in Death (In Death, #26)",author_jd_robb,decade_2000s
8694,8695,10929432,"The Archived (The Archived, #1)",author_victoria_schwab,decade_2010s
8695,8696,251446,Glengarry Glen Ross,author_david_mamet,decade_1980s
8697,8698,25332115,The Sound of Gravel,author_ruth_wariner,decade_2010s
8698,8699,194870,The Complete Adventures of Peter Rabbit,author_beatrix_potter,decade_1980s
8701,8702,3115070,"Hostage to Pleasure (Psy-Changeling, #5)",author_nalini_singh,decade_2000s
8702,8703,385255,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",author_adrian_nicole_leblanc,decade_2000s
8703,8704,42641,Resurrection,author_leo_tolstoy author_louise_maude author_aylmer_maude,decade_1890s
8704,8705,8643407,"Hard Magic (Grimnoir Chronicles, #1)",author_larry_correia,decade_2010s
8707,8708,11737387,"Fated (Alex Verus, #1)",author_benedict_jacka,decade_2010s
8708,8709,16077150,Instructions for a Heatwave,author_maggie_ofarrell,decade_2010s
8709,8710,12022496,"Victims (Alex Delaware, #27)",author_jonathan_kellerman,decade_2010s
8710,8711,21530229,"The Job (Fox and O'Hare, #3)",author_janet_evanovich author_lee_goldberg,decade_2010s
8711,8712,25222064,"Old School (Diary of a Wimpy Kid, #10)",author_jeff_kinney,decade_2010s
8712,8713,31194270,"Evelyn, After",author_victoria_helen_stone,decade_2010s
8713,8714,751635,The Skin I'm In,author_sharon_g_flake,decade_1990s
8714,8715,16065538,The Eye of God (Sigma Force #9),author_james_rollins,decade_2010s
8715,8716,28922,An Artist of the Floating World,author_kazuo_ishiguro,decade_1980s
8716,8717,1528410,Night Train to Lisbon,author_pascal_mercier author_barbara_harshav,decade_2000s
8717,8718,18052985,"Romancing the Duke (Castles Ever After, #1)",author_tessa_dare,decade_2010s
8718,8719,25176,"The Man With a Load of Mischief (Richard Jury, #1)",author_martha_grimes,decade_1980s
8719,8720,11714997,"The Underworld (Fallen Star, #2)",author_jessica_sorensen,decade_2010s
8720,8721,2372,"The Path Between the Seas: The Creation of the Panama Canal, 1870-1914",author_david_mccullough,decade_1970s
8721,8722,26116430,LaRose,author_louise_erdrich,decade_2010s
8722,8723,17978144,Before We Met,author_lucie_whitehouse,decade_2010s
8723,8724,2187270,Waiter Rant: Thanks for the Tip-Confessions of a Cynical Waiter,author_the_waiter author_steve_dublanica,decade_2000s
8724,8725,15728721,"Two Ravens and One Crow (The Iron Druid Chronicles, #4.5)",author_kevin_hearne,decade_2010s
8725,8726,296264,The Black Arrow,author_robert_louis_stevenson,decade_1880s
8726,8727,7997069,"Dead or Alive (Jack Ryan Universe, #13)",author_tom_clancy author_grant_blackwood,decade_2010s
8727,8728,563458,"Fallen Hearts (Casteel, #3)",author_vc_andrews,decade_1980s
8728,8729,185289,"Dragon Prince (Dragon Prince, #1)",author_melanie_rawn,decade_1980s
8729,8730,7099389,"The Burning Wire (Lincoln Rhyme, #9)",author_jeffery_deaver,decade_2010s
8730,8731,166101,"River, Cross My Heart",author_breena_clarke,decade_1990s
8731,8732,109499,Lies Women Believe: And the Truth that Sets Them Free,author_nancy_leigh_demoss author_elisabeth_elliot,decade_2000s
8732,8733,194808,To Build a Fire,author_jack_london,decade_1900s
8734,8735,4660,The 158-Pound Marriage,author_john_irving,decade_1970s
8735,8736,6150530,Free: The Future of a Radical Price,author_chris_anderson,decade_2000s
8736,8737,769712,Palestine,author_joe_sacco author_edward_said,decade_1990s
8737,8738,198511,Dear Theo,author_vincent_van_gogh author_irving_stone author_jean___stone,decade_1930s
8738,8739,15732712,One Hundred Names,author_cecelia_ahern,decade_2010s
8740,8741,16248223,The Ghost Bride,author_yangsze_choo,decade_2010s
8741,8742,34941,Star Wars - Episode I: The Phantom Menace,author_terry_brooks author_george_lucas,decade_1990s
8742,8743,13096848,"Avatar: The Last Airbender (The Promise, #2)",author_gene_luen_yang author_michael_dante_dimartino author_gurihiru author_bryan_konietzko,decade_2010s
8743,8744,23844390,The Pact,author_karina_halle,decade_2010s
8744,8745,266765,"Girls in Love (Girls, #1)",author_jacqueline_wilson,decade_1990s
8746,8747,254799,The Creative Habit: Learn It and Use It for Life,author_twyla_tharp,decade_2000s
8748,8749,10429025,"A Beautiful Dark (A Beautiful Dark, #1)",author_jocelyn_davies,decade_2010s
8749,8750,18889,"Lady of Avalon (Avalon, #3)",author_marion_zimmer_bradley author_diana_l_paxson,decade_1990s
8750,8751,15985392,"Threat Vector (Jack Ryan Universe, #15)",author_tom_clancy author_mark_greaney,decade_2010s
8751,8752,829313,Miles: The Autobiography,author_miles_davis author_quincy_troupe,decade_1980s
8752,8753,816752,"The Castle in the Attic (The Castle in the Attic, #1)",author_elizabeth_winthrop,decade_1980s
8753,8754,6303704,Does the Noise in My Head Bother You?,author_steven_tyler,decade_2010s
8754,8755,11985631,"The Sworn Sword (The Tales of Dunk and Egg, #2)",author_george_rr_martin,decade_2000s
8755,8756,2230284,"The Broken Window (Lincoln Rhyme, #8)",author_jeffery_deaver,decade_2000s
8756,8757,11851522,The Complete Works of H.P. Lovecraft,author_hp_lovecraft,decade_1970s
8757,8758,22431039,"Beautiful Secret (Beautiful Bastard, #4)",author_christina_lauren,decade_2010s
8758,8759,17707654,"Dust (Kay Scarpetta, #21)",author_patricia_cornwell,decade_2010s
8759,8760,143513,The Three Sisters,author_anton_chekhov,decade_1900s
8761,8762,21411887,"You Were Mine (Rosemary Beach, #9)",author_abbi_glines,decade_2010s
8762,8763,40313,Full Tilt (Full #2),author_janet_evanovich author_charlotte_hughes,decade_2000s
8763,8764,3173125,Beat the Reaper (Peter Brown #1),author_josh_bazell,decade_2000s
8765,8766,99218,"The Machine Crusade (Legends of Dune, #2)",author_brian_herbert author_kevin_j_anderson,decade_2000s
8768,8769,18693621,"Devil's Game (Reapers MC, #3)",author_joanna_wylde,decade_2010s
8769,8770,8793878,"The Keeping (Law of the Lycans, #3)",author_nicky_charles,decade_2010s
8771,8772,20768868,"Flesh and Blood (Kay Scarpetta, #22)",author_patricia_cornwell,decade_2010s
8773,8774,132609,Where's Spot?,author_eric_hill,decade_1980s
8774,8775,25772000,Cocky Bastard,author_penelope_ward author_vi_keeland,decade_2010s
8775,8776,78674,"Out to Canaan (Mitford Years, #4)",author_jan_karon,decade_1990s
8776,8777,2235597,"The Dangerous Days of Daniel X (Daniel X, #1)",author_james_patterson author_michael_ledwidge,decade_2000s
8779,8780,8369681,Prom and Prejudice,author_elizabeth_eulberg,decade_2010s
8780,8781,13074,Strip Tease,author_carl_hiaasen,decade_1990s
8782,8783,760110,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",author_kevin_j_anderson,decade_1990s
8783,8784,456057,"Showdown (Paradise, #1)",author_ted_dekker,decade_2000s
8784,8785,16299341,"Thankless in Death (In Death, #37)",author_jd_robb,decade_2010s
8787,8788,14028,Snow Country,author_yasunari_kawabata author_edward_g_seidensticker,decade_1930s
8789,8790,66470,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",author_robin_cook,decade_1990s
8790,8791,893731,Big Trouble,author_dave_barry,decade_1990s
8791,8792,17877,The House of the Dead,author_fyodor_dostoyevsky author_ergin_altay,decade_1860s
8796,8797,9893355,"Stunning (Pretty Little Liars, #11)",author_sara_shepard,decade_2010s
8797,8798,481462,The Howling,author_gary_brandner,decade_1970s
8798,8799,239917,Sign of the Unicorn (The Chronicles of Amber #3),author_roger_zelazny,decade_1970s
8799,8800,3276072,Scat,author_carl_hiaasen,decade_2000s
8800,8801,22304,Life After God,author_douglas_coupland,decade_1990s
8801,8802,12786,The City of Falling Angels,author_john_berendt,decade_2000s
8804,8805,50453,Hot Water Music,author_charles_bukowski,decade_1980s
8805,8806,37619,"Warlock (Ancient Egypt, #3)",author_wilbur_smith,decade_1990s
8806,8807,21531503,What I Know for Sure,author_oprah_winfrey,decade_2010s
8807,8808,8575295,"Wisdom (My Blood Approves, #4)",author_amanda_hocking,decade_2010s
8809,8810,17406847,"Defy (Defy, #1)",author_sara_b_larson,decade_2010s
8810,8811,31493,"Standing in the Rainbow (Elmwood Springs, #2)",author_fannie_flagg,decade_1990s
8812,8813,13051316,The Misremembered Man (Tailorstown #1),author_christina_mckenna,decade_2000s
8813,8814,4599,Carter Beats the Devil,author_glen_david_gold,decade_2000s
8814,8815,436806,Story of the Eye,author_georges_bataille author_joachim_neugroschel author_dovid_bergelson,decade_1920s
8815,8816,4609710,"Knit Two (Friday Night Knitting Club, #2)",author_kate_jacobs,decade_2000s
8816,8817,95144,In the Night Kitchen,author_maurice_sendak,decade_1970s
8817,8818,11446,"Will You Please Be Quiet, Please?",author_raymond_carver,decade_1970s
8819,8820,8843801,"Eternal Rider (Lords of Deliverance, #1, Demonica, #6)",author_larissa_ione,decade_2010s
8820,8821,105189,The Story of a Shipwrecked Sailor,author_gabriel_garca_mrquez author_randolph_hogan,decade_1970s
8821,8822,18079757,"Concealed in Death (In Death, #38)",author_jd_robb,decade_2010s
8823,8824,37298,"Mind Prey (Lucas Davenport, #7)",author_john_sandford,decade_1990s
8825,8826,209966,"Planetary, Volume 1: All Over the World and Other Stories",author_warren_ellis author_john_cassaday,decade_2000s
8826,8827,17926775,"Stolen Songbird (The Malediction Trilogy, #1)",author_danielle_l_jensen,decade_2010s
8828,8829,228194,"The Green Mile, Part 2: The Mouse on the Mile",author_stephen_king,decade_1990s
8829,8830,43345,A Cry In The Night,author_mary_higgins_clark,decade_1980s
8830,8831,100322,Assata: An Autobiography,author_assata_shakur author_angela_y_davis author_lennox_s_hinds,decade_1980s
8831,8832,32636,"Days of Magic, Nights of War (Abarat, #2)",author_clive_barker,decade_2000s
